"id","profileName","text","date","title","rating","images","helpful","Style name","Colour"
"R286ADIWUV1VEZ","Manal Sabri","
  Previously I was using a Oneplus 5 which is gem of a phone. Kind of way ahead of its time and very reasonably priced. Compared to that, this phone is only a slight improvement in performance but price difference did not justify the purchase.Pros :1. Speed2. Screen3. Zero bloatware4. Fast charging.5. Decent camera. Not excellent but not bad either.Cons.1. Way way way overpriced for what is inside the box.2. NO water protection rating.3. Only one band of 5g supported. So it is useless of for 5g communication in most of the cases.4. Not at all satisfied with battery life for this price.5. This issue is not an issue for everyone. I a facing problems with native call recording which was working fine in oneplus 5. They should provide their own dialer instead of using android stock version.
","Reviewed in India on 24 May 2021","Decent performance but hugely overpriced",2,"","3","12GB RAM, 256GB Storage","Carbon Black"
"ROIW37LW217O","Abhishek Kumar","
  Pros:- Has a great Display- Never Lags or Hangs- Proper fit into the hand, not oversize for 6.55'' screen- Nice Built quality and feels premium- Metal frame in 9R unlike plastic in 9- 65W charger is super fast, went from 22% to 100% under 25minsCons:- Camera Quality for both front and back could have been better, good in outdoor lighting but average in artificial- Battery Drains faster, OxygenOS and display drain the most. In Normal Usage, you can get screen time up to 6.5 hrs and a total time of 15-20 hrs before plugging it into the charger.
","Reviewed in India on 19 April 2021","Best Value for Money Flagship Phone",5,"https://images-na.ssl-images-amazon.com/images/I/51bl8quI1FL.jpg
https://images-na.ssl-images-amazon.com/images/I/611GEXz2r2L.jpg","5","8GB RAM, 128GB Storage","Carbon Black"
"R2XS84IEC0DDS0","arpit p.","
  Most worst camera. Oneplus fooled people by giving this very ordinary camera. Battery life is also ok. Its just working mobile with worst camera.
","Reviewed in India on 2 May 2021","Most worst n waste camera",1,"","8","12GB RAM, 256GB Storage","Carbon Black"
"R13SW5TA7WR5A1","Suvadeep","
  This is my third One Plus, but sadly I am disappointed with the phone. Too many bugs, power button non-operational at least 5 times a day (need to restart the phone). After repeated complaints in OP forum, they are not responding (even after sending the total log file and bug report). Utterly disappointed with such a high budget phone.Thanks and I hope this review is useful.FromA middle class person who feels his savings went to waste after buying OP9R.
","Reviewed in India on 7 August 2021","OP9R- Not meeting the expectations",2,"","3","12GB RAM, 256GB Storage","Carbon Black"
"RGNV79242HAQA","ABINASH KHANDUAL","
  I bought one plus 9R 12 GB 256 GB variant. After using it for two month, i found it pretty ordinary phone.My previous OP7 6 gb ram is more faster than it. It lags more while using gallery or files. In gallery folder it will take 10-12 second to see the photos in the folder.The camera and video quality is more awful. DJI OSMO action camera can shoot 100 times better pic both day and night. I hvae compared it.You will get 48 mp camera with only 1080 and 4k 30 fps qithout steady mode. And  in 48 mp formqt, the zoom will not work!!!!If you want to buy for camera, then buy samsung S20FE. I also decided to buy S20FE, but could not bcoz it didn't have 256 gb variant.
","Reviewed in India on 19 June 2021","Change the brand name to ONE MINUS. Go for SMSUNG S20FE...",1,"","3","12GB RAM, 256GB Storage","Carbon Black"
"RW07KA4IFSHTL","Victor","
  I was using OP7 before, from that experience I feel 9R is one of the worst phone ever.1.Performance- No doubt SD 870 was fast actually it’s SD 865++. RAM Management is also good. Manages heavy apps and multitasking easily.2.Battery- it has good amount battery but it drains very fast. Have to charge multiple times in a day.3. 5G Bands- Freaking 1 band and they tell it’s 5G powered. Well Settled OP4. Camera- No words totally waste lens.5. Display- Superb Display Quality with smooth transition. 120HZ but drains battery quickly.6. Speakers- No words to express Dolby Atmos is fantastic super loud. Some times can feel vibration at back of the phone.7. OS- Very clean OS with similar Stock OS experience. But has some bugs in it.Conclusion- The OP 9R is only worth for 27k not more than that. It’s just a rebadged 8T to be very frank.Also note you can consider “Google Pixel 4a” which is really a good phone compared to this OP. Yeah it has low specs but it’s really good.Peace!!!!!
","Reviewed in India on 20 June 2021","Don’t waste your bucks in this phone",1,"","4","8GB RAM, 128GB Storage","Lake Blue"
"RUFC3LW1HZWC9","sachin","
  I don't know what people (who gave less than 3 rating) are complaining so much about. I never faced such issues. It's a total value for money phone. This phone comes from a good brand and gives premium experience. People who are complaining might be having so many expectations or they might have found their old phones better than this. But I'm buying OnePlus for the first time. The phone totally makes sense. People whoever is complaining just suggest a better phone than this at this price range in a good brand. My opinion is this phone doesn't have a great camera. It has a decent one and all other things about this phone are classy. People who want a phone which is VFM at this point of time, just go for this.
","Reviewed in India on 23 April 2021","Justifies the value",4,"","4","8GB RAM, 128GB Storage","Lake Blue"
"R10KUZQ76HE3T7","Sunil kumar","
  Battery backup is bad it's getting drained + the phone is also getting heated up . So won't suggest you to buy
","Reviewed in India on 7 May 2021","Batter backup is bad",1,"","6","8GB RAM, 128GB Storage","Lake Blue"
"R22N5HVOWZXUQQ","Rupesh","
  Good phone with metallic panel instead of plastic which is the case with its competitor samsung s20 fe 5g.. battery lasted for 1 1/2 day which is great.. display is awesome so as stereo speakers..also os experience is always great in OnePlus devices.Overall my initial impressions are good
","Reviewed in India on 20 April 2021","Flagship killer",4,"","5","8GB RAM, 128GB Storage","Lake Blue"
"R26DUE12OE84NR","selvaraj","
  Dislike. Though the performance is a bit good. The battery performance is poor.  Changed 60% in the morning and by 2pm, it reached lower 14%. Heating makes little nervous. while speaking or during watching any movie, the total body is vibrating, this makes us uncomfort. I change over from Samsung to One plus after Amazon review, but no such a comfort like Samsung. Sometimes ear paining when speak continuously over 10 mins.(SAR??). Amazon sells at MRP (44K) by artificially making high review points and the EMI scheme little bit lingering like EMI discount is sucked back through bank interest.
","Reviewed in India on 2 August 2021","Little heating , vibration from speaker and battery back up",1,"","3","12GB RAM, 256GB Storage","Lake Blue"
"R24EKY1D0JV01T","MD IRSHAD KHAN","
  Worst Returning Service by Amazon. They ignore Customers after selling the Phone especially the Oneplus 9 Series.They will only give you time but will not return the product.1/10 overall rating.Battery drains too fast in 3 - 3.5 hrs.Camera - Front camera is a jokeDisplay has sometime touch issue. It fails to register touches sometime.Speaker - Volume is low. Not audible when two persons talking in the same room.Finger print Reader - It is very slow. I have compared it with OnePlus 7 series.OnePlus is just a hype. Better go for iqoo 7.
","Reviewed in India on 10 July 2021","Beware ! Do Not Fall For Trap .",1,"","4","12GB RAM, 256GB Storage","Lake Blue"
"R2YVHF3ULB87E0","Rohith Hallur","
  It looks like one plus started looting people with initial quality and now the same kind of gimmicks and stunts by decreasing quality and increasing price.Felt disappointed after buying this phone. Can not even return. Such a bad experience from one plus was not expected :(
","Reviewed in India on 3 July 2021","Pathetic camera quality not worth the money paid",1,"https://images-na.ssl-images-amazon.com/images/I/51gkF87N3cL.jpg","4","8GB RAM, 128GB Storage","Carbon Black"
"R3BF9IZJXJ4NYA","Anil Kumar Devarapu","
  Worst screen quality. Music play back experience is worst on this phone speakers. Sound is loud without quality in it just like listening to someone's caller tune on loud speaker. Not worthy except fast changing.Display quality is really bad compred to my previous samsung Note 10 device.
","Reviewed in India on 7 July 2021","Worst speakers and display quality is bad",1,"","4","8GB RAM, 128GB Storage","Lake Blue"
"RKF97MA18DAB9","junaid","
  The product is well packed. And delivered to ME on next day, as i stay @ Hyd.Amazon do deliver oders on next day with prime.So now mobile.I purchased this mobile with SBI credit card.And received 2000₹ discount.Before i was madly and badly MI user. I have used redmi note 3-4 and 9pro.. bcoz of software issues of sudden switch off and other bugs. Too many adds. I switched to oneplus.Pros.Size of mobile is quite good.And the weight is awesome as compared to other mobiles.Use too many apps.It doesn't hang at all.Camera is OK.And battery last for a day. 12hrs!Cons.OnePlus says it does full charge in 30min.Which is not true.It took me 50min to fully charge from 15% to 95%And while charging. Mobile gets heated up. At upto 40° +Rest all is good. :)
","Reviewed in India on 23 April 2021","4 Star For OnePlus 9R - Black Color - SBI Discount.",4,"https://images-na.ssl-images-amazon.com/images/I/813yJNqfQ2L.jpg","2","8GB RAM, 128GB Storage","Carbon Black"
"R14KBY6UY8KRZ5","ASHOK KUMAR PS","
  HI i am normal user, i never use games in mobile but i captured video for 5 mins but mobile getting heat very soon, extreme level otherwise ok and front camera is very poor like other Chinese mobile vivo and oppo. disappointed with oneplus product this time
","Reviewed in India on 24 April 2021","over heat issue and disappointed camera with oneplus",2,"","5","8GB RAM, 128GB Storage","Lake Blue"
"R3LRDRSQW4DSQG","Aravind","
  As mentioned by other users, phone is heating up. Also heavy compared to One Plus 5T. Not a sleek phone anyway. If you are a gamer, this one for you..I stand corrected on the heating issue. It is only when the Game mode is used. Else I don't se3 any issues.
","Reviewed in India on 29 April 2021","Big screen and lovely display",4,"","4","8GB RAM, 128GB Storage","Lake Blue"
"R2U6O5Z4B08CO5","Soumalya Datta","
  The best experience you can get at this price range. OxygenOS has no equal, worth to spend a bit more for it. Redmi/Realme phones can be better value, but none comes close to the experience that OnePlus provides.
","Reviewed in India on 23 April 2021","Immensely Satisfied!",5,"https://images-na.ssl-images-amazon.com/images/I/B1gkwDRY-qS.jpg","5","12GB RAM, 256GB Storage","Carbon Black"
"RTN9ZYR6E8XUZ","kanika","
  Heating issue is there definately and noticable too. I reduced the refresh rate from 120 hz to 60hz and I can see improvement heat wise.Battery back up is also just ok, I don't think it can last more than 6 hrs in continuous usage . I bought it today itself , and found it just Ok. I have been using 5T before and it's much better than 9R.Camera of 9R is also just Ok.If u like OnePlus oxygen OS experience and want a mid range phone , go for it, else nothing special about it.
","Reviewed in India on 27 April 2021","Just OK",3,"","4","8GB RAM, 128GB Storage","Carbon Black"
"R2B1PQTX4E5RV3","Tanuj Gandral","
  Posting this Review after using 9R for one month.Pros1. Build quality is awesome.2. If you are in much gaming this phone will satisfy you with performance and battery optimization.3. If you use it heavily like gaming and social networking site it will give you a single day backup easily.4. As Oxygen is the refined version in all Android O.S, so you definately will get the performance boost.5. Double speakers and dolby atmos is awesome.6. 65 watt wrap charger and it can full charge the phone by approx 20-30 mins.Cons1. Camera can be much optimized. Quality can be improved.2. Only a single band is available of 5g network. Hope we will fall into that band.Rest i am using One Plus mobile for first time and i can definately say i choose a good phone.Just an advice, if you are looking for performance go for it.Rating 4/5.
","Reviewed in India on 26 May 2021","Performance Oriented Phone. Camera is fine but not not superb",4,"","3","12GB RAM, 256GB Storage","Carbon Black"
"R3V6B12ZMUK00","Pranesh shetty","
  My first OnePlus phone . After using 15 days1. Bulid quality is excellent . And premium look . Back glass body 🔥 &  look good metal frame 😍 best in class build quality CGG 5 protection.2. Display and it smooth is awesome best in class 120hz refresh rate 🔥. Video quality crisp and clear best in segment 10 out 10 display. Less bezels. Looks great 👍.3.spaker good and loud 🔊 dule stereo speakers .4.alterslider I love it , and very useful .5.camera is ok it take good picture at good lighting conditions. OIS work well.6.video recording is best in class we can take 4k 60 fps, stable video at 4k 30fps . Very excellent stable video,  very detail video .7. Front camera ok ok type8. Microphone work very well9.performance is beast 🔥😍 Snapdragon 870 work very good, no lag ,no framedrops , butter smooth and snappy fast10.network connective is excellent get 4+ even in low coverage area and best in 4g carrier aggregation.11. Battery backup is very good after new software update more than 7 hrs backup in 120hz refresh rate.12. Charging very impressive 65w charging 1+ 9R 0% to 100% less than 40 minutes 🔥😍13. Oxygen os UI one of the best in andirod clean and smooth  especially no adds😍14. Haptic just nelied it very excellent haptic feedback 😍🔥Cones:1. Device heat up well in charging time may be bcz of 65 w .2. Camera not up to mark it like ok ok type .3. No 90 fps in BGMI till now why? It capable hardware 870 procesor.4. Fingerprint scanner ok but not fast as other pervious 1+ phone I don't know why ? Plz use good quality tempered glass for screen otherwise fingerprint scanner not work properly . conclusion:Best flagship smartphone under 40k definitely go withit .expect who are want good camera , And after new update their no heating issue And especially OnePlus promise 3 years of android os update & 4 years of security patch update it future proof phone. And 1+ brand value 😍 note: only one 5G band n78 may be almost all 5g phons have common n78 bands .
","Reviewed in India on 11 August 2021","Good flagship phone 📱",5,"https://m.media-amazon.com/images/I/61cVq178gTL.jpg
https://m.media-amazon.com/images/I/71IH95ZcOOL.jpg
https://m.media-amazon.com/images/I/91HeMYO3NOL.jpg
https://m.media-amazon.com/images/I/A1kCvgeuq2L.jpg
https://m.media-amazon.com/images/I/A1pDUBi0XRL.jpg
https://m.media-amazon.com/images/I/B1b6MIldN0S.jpg
https://m.media-amazon.com/images/I/B1uXY-5z8hS.jpg
https://m.media-amazon.com/images/I/D1qXEEnq7QS.jpg","3","8GB RAM, 128GB Storage","Lake Blue"
"R170UXBONSW6HC","Mukesh Vidhani","
  This phone is the best in term of gaming movies,songs,display,battery and all things which should be present in a flagship phone
","Reviewed in India on 19 April 2021","A phone which is worth of money",5,"https://images-na.ssl-images-amazon.com/images/I/51kB6AfQiGL.jpg
https://images-na.ssl-images-amazon.com/images/I/61qXxjBlTRL.jpg
https://images-na.ssl-images-amazon.com/images/I/A1QqJf18TEL.jpg","7","12GB RAM, 256GB Storage","Lake Blue"
"R3GA3NYBWI40L","Akshay Pathak","
  I have purchased OnePlus 9R on 15/07/2021 and the device got delivered on 16/07/2021. Delivery was on time and packaging was good.Now, let's discuss about the device (positive points):1. Oneplus 9R device has the potential to perform better, only some tweaks in the software is required to improve its performance to the best.2. Overall the build quality of the device is very good, I have bought the carbon black 8gb / 128 gb variant and it seems to perform well. The device has got Snapdragon 870 chipset which performs well.3. I have played Call of duty mobile at full high graphics settings and the device worked flawlessly, without any lags or crash.4. Battery backup is also good, you get 1.5 days of backup when moderately used and approx 1 day of backup when heavy used.5. No lags or issues found till now in UI.6. It got quite warm during the setup but as soon as I reduced the brightness of the device, it felt not much warm but it is obvious for the device to get warm because lots of processing is going on in the background and also the device is set to 120 hz refresh rate.Don't go for negative comments, some people are dumb (except few who are genuinely facing issue with the device) as they don't know how to use smartphones.
","Reviewed in India on 17 July 2021","Overall Device is good and it is worth buying!",5,"https://images-na.ssl-images-amazon.com/images/I/B1UkWQ6UyaS.jpg
https://images-na.ssl-images-amazon.com/images/I/B1bduTUCliS.jpg
https://images-na.ssl-images-amazon.com/images/I/B1i9OForwoS.jpg","2","8GB RAM, 128GB Storage","Carbon Black"
"R373JBJ4G8G98U","Ajay","
  The phone is amazingly blazing fast and smooth.Yes, it heats up when you are going to use this for the FIRST time and that is because there are a lot of background applications running like backup of Google, phone setup, etc but that goes away when backup is done.I really loved this phone truly OnePlus experience of performance and speed. That 120hZ refresh makes the device very smooth.Only downsides I have noticed are:Camera's (they are good but not good in this price range especially the selfie one)Battery drains a lot quicker. It is like if you want something you have to compromise on another, in this case for higher refresh rate you compromise with battery. This will need a refill in the evening when charged in morning, maybe this can be fixed through an update.
","Reviewed in India on 26 April 2021","It's a typical OnePlus. 👍🏻",4,"","2","12GB RAM, 256GB Storage","Lake Blue"
"R1Y3SARCQP5DLX","Naveen K Singh","
  I'm regular user of OnePlus Mobiles from OnePlus 5T to OnePlus 7. Unfortunatlly due to past experience I again puchased OnePlus 9R, afetr uses after one weak first time i'm very disappinted  due very poor performence of 9 series devices.Cons:1. Heating issue2. Network reception problem.3. Bluetooth connectivity problem during calls, calles intruppted very much, I used 3 bluetooth devices for comformation.4. Flikring in display sometime found like oneplus 8 series.5. Fingerprint reader lag issue sometime.6. Built quality not like previous oneplus series. feels like 15k to 20k device quality. Realme 7X Pro better than Oneplus 9R.7. At last I felt very much cheated after no more 5G Band announcement for Indian versions of 9 series, not expected from oneplus for Indian Buyers only, they treated Indian buyers like poor people.At last I advise please don't buy like me, otherwise you feel Bad. I tried to return but there is only replacement policy for this product, no refund. Now I Shifted to my old favorate SAMSUNG Galaxy Series.Pros:Only Show-off that i'm a Oneplus user. Now it is not a prememum mobile.
","Reviewed in India on 14 May 2021","Very Disapointed first time. Do't Buy",2,"","1","8GB RAM, 128GB Storage","Carbon Black"
"RMQS3Z1ZQ6EJ3","PIXELPURE.BLOGSPOT.IN","
  Amazon took 4 days to deliver, writing this after 5 days of use an Average phone, good metal body screen, fast charge awesome sound, average camera over priced phone.
","Reviewed in India on 20 April 2021","Oneplus 9r",3,"","4","8GB RAM, 128GB Storage","Lake Blue"
"R24JDYRD5J0P44","Shiva Prasad","
  I have been a OnePlus 5T user from more than 3years. I liked it very much and OnePlus used to be the best value for money phones. that's reason I have ordered OnePlus agian though the price is high for the phone with competetors. But really disappointed with OnePlus 9R now, the phone is getting heat, hang and screen not working I have tried basic trouble shooting but isn't helpful. I think this is the worst phone from OnePlus. Lost trust in OnePlus Phones and not realiable as earlier and have become expensive too.
","Reviewed in India on 21 May 2021","Really disappointed with OnePlus.",1,"","2","8GB RAM, 128GB Storage","Lake Blue"
"R2DVDF559MPOCA","Sachin Yadav","
  1. This phone is not optimised with pubg at all.2. This phone's gyro is working opposite sometimes.3. Worst phone for pubg or may be sd 870 is not optimised for pubg hoping for fix.
","Reviewed in India on 11 May 2021","Worst phone for pubg",1,"","6","12GB RAM, 256GB Storage","Carbon Black"
"R3OTFK2FKQO6TT","SitanshuTiwary","
  Gifted this phone to my father. Based on the paper stats, phones seems nearly perfect, but when using it in practical life, experience is something different.Camera is below par (at this budget, oneplus could have given more IMO)Heating Issues - Even while casual browsing (No Hardcore games), phone tends to heat a lot. Sometimes the screen gets struck and hard restart is required as the screen is stuck (happens once in a month)Call Quality is also below par ( have used previous one Plus phones, quality was lot better)The only positive thing about the phone is the Oxygen OS.
","Reviewed in India on 4 August 2021","Coming from Long Time OnePlus Phones User.",1,"","3","8GB RAM, 128GB Storage","Carbon Black"
"RXJ8F03TFIOSX","jaganath","
  Hi i had recently upgraded my phone from OP 6T to this not because my 6T got old because it had so many touch screen issues like ghost touch and unintentional edge screen touch especially during gaming and i thought maybe the 9r won't have these touch screen issues but guess what from day 1 I'm regretting buying this phone It has good battery lie like every new phone alsoIF YOUR MAIN PURPOSE IS NOT GAMIN THIS PHONE IS FINE BUT I YOU ARE A GAMER STAY AWAY FROM ONE LUS PRODUCTS
","Reviewed in India on 16 May 2021","STAY AWAY FROM ONE PLUS",1,"","2","12GB RAM, 256GB Storage","Carbon Black"
"R9EQM3FEE1NBT","Parthasarathy","
  Unable to install Chrome for browsing. Not advisable to purchase this model. Also mobile gets hanged when we take screenshot. Totally not worth a single penny for this model.Also there are several glitches which constantly occur while usage. This prevents smooth usage of the phone and is very annoying
","Reviewed in India on 9 May 2021","I want a replacement or exchange. Not at all satisfied about this product. . Regret for buying this.",1,"","3","8GB RAM, 128GB Storage","Carbon Black"
"R1YSSQMHO7L6GE","Aaron Choolikkattil","
  Box contents are the phone, charging cable, good tpu case, and some paperworks.So I am a 1+7 Pro User and then this is my second OP phone because I like Oxygen OS and no bloatware unlike any other brands.I have used Xaomi, Motorola, Nokia, Samsung, Sony, Huawei and Redmi phones and I can say 1+ has the cleanest and simplest UI.It's fast and responsive and 1+ does provide updates which usually improves the phone gradually.The Build Quality is Fantastic. Feels Sturdy in Hand and very premium. I can say this glass finish on back is even better than my OP7 Pro. Loved it. Although It lacks the Symmetrical look from the OP7 Pro it still looks good.Battery drains fast but it's ok. Because u have 65w fast charger out of the box and believe me it's fast.  My mom loves the fast charging feature because she is always in a hurry and this saves her time. Last moment charging and juice to run a day is superb. 100% better than my OP7 Pro.Now coming to Display, it's a really good Screen. I must say I got jealous of the brightness. Felt better than my OP7 Pro at times. However saturation or is not less as compared to the latter, let's say probably 1+ decided to go with more of natural colours even  after display calibration. It's just a matter of preferance but I am sure no one will be disappointed by the screen.Sound is Amazing on all aspects be it speakers or headphones or even the earpiece. Crisp and clear. Speakers are fairly loud as well.Gaming is Epic The 120 Hertz screen does do its job well. All games can be played on high resolution and 90-120 Hertz.I tried COD and Asphalt. I can say it's better than my OP7 Pro.Now finally coming to the Camera. The picture of the Rose was taken from its main camera. Rest pics of the phone taken from my 1+7 Pro. I would let u be the judge of them.Finally I can say I am happy with the purchase.Just one Advise to all. Do Not Buy On EMI.Because bank charges more interests than discount given by Amazon listing which is very misleading.
","Reviewed in India on 18 July 2021","Very Good Product in this price range",5,"https://images-na.ssl-images-amazon.com/images/I/A1muWnDBT1L.jpg
https://images-na.ssl-images-amazon.com/images/I/B1A-0tYGEwS.jpg
https://images-na.ssl-images-amazon.com/images/I/B1ak5Wj+J1S.jpg
https://images-na.ssl-images-amazon.com/images/I/B1bXQQqxRQS.jpg","1","8GB RAM, 128GB Storage","Lake Blue"
"RLMHLSHEGL1J6","Sagar Ahuja","
  If you mostly watch videos on Netflix or youtube. Go with this, review ends.If you are a vivid gamer, Dont Go with this, review ends.For others:Pros:Awesome display. You will love warching NetflixOne plus UI is still the best in AndroidNo junk appsSize and built looks good and premiumBattery life66 W fast charging is really fastHaptic feedbackConsHeating issue while charging and downloading big file.Selfie camera struggles with auto focusRear camera is also average but not that badOverall its a good device if you get some discount and in 35K around and yes it feels premium.
","Reviewed in India on 2 June 2021","Good display and one plus UI, heating issue",4,"","1","8GB RAM, 128GB Storage","Lake Blue"
"R1S6FGZR3RR75U","Shreekanth","
  If you want to buy this device please do keep below things in your mindIf you are looking for OnePlus brand logo and premium build quality phone thaen go for it otherwise i will not recommended it, previously i was a redmi note 9pro use, One plus 9R camera can't even beat my redmi note 9 pro,Camera section i will give 30/100, OnePlus really need serious improvements in camera department
","Reviewed in India on 24 June 2021","I will not recommended this to anyone",1,"","2","8GB RAM, 128GB Storage","Lake Blue"
"RSS87ORCX442S","Tanush W.","
  Carbon black, has an amazing premium feel. No heating issues, battery lasts almost the entire day, but I have not played any heavy games on the device so far however, regular calls, continuous data, small games, music, bluetooth is what my current usage is. Charging is super fast!120 hz smoothness is epic. Great display and feel to the phoneOverall happy with the purchase!Recommended, as it is the best phone in the price range.
","Reviewed in India on 24 April 2021","9R- Carbon Black",5,"","2","8GB RAM, 128GB Storage","Carbon Black"
"R69V5V5GV9LJ0","Amazon Customer","
  This is the best performing phone in the market right now, 120hz really makes a difference and i can see the difference between 90hz and 120hz so yeah you need it for future proof. Camera, well camera works fine, not the best in class, gcam port gives you night mode in the front camera which you don't get in the stock app. If camera is not your main priority go for this or 8T, which ever you find at best deal, there's hardly any difference. In 8T you get covers and accessories comparatively easily. I got 9R with exchange and other offers at a very attractive price. Also i could have gone for iqoo 7 legend but stock android was my top priority which got me into taking 9R, if that is os skin doesn't bother you i would suggest you to go for IQOO 7, that is a better option with better camera and better price. Hope this helps, Happy Shopping
","Reviewed in India on 8 June 2021","Oneplus 9R, things that really matter, should you buy it?",4,"","2","8GB RAM, 128GB Storage","Carbon Black"
"RLXU54F3CY0WH","Anshuman B.","
  Pros:Premium Aluminium frame and glass back120Hz screenFlaghship level performanceGreat for gamingGreat cameras for the segmentWarp charge 65Cons:Minor heating issuesI have been using this phone for more than two weeks now. Very happy with the purchase, however, Amazon did take a bit longer to deliver this considering other Prime deliveries. My gaming is casual, but I did not notice major battery drain or heating during my usual 90 mins or so of daily PubG at UltraHD and ultra frame rate. The cameras are great, but color representation could have been more acurate compared to flagships. Low light images are great as well. The selfie camera isnt 'amazing' but is sharp and reprodues colors well. OIS works great. The phone feels really premium, and everyday usage is a breeze with apps opening and instaling snappily. The touch sampling is amazing. Battery backup is considerably good considering that I have had the screen at 120Hz since the day I got the phone. Warp charge 65 is a great aid. I have noticed minor heating, but the aluminium frame at the top edge gets considerably hotter than the back with intense gaming. Highly recommended purchase. I havent used the OnePlus 9, but most tech reviews I consulted were speculative about if it is worth investing 10K more on the 9 instead. Lake blue is really beautiful!
","Reviewed in India on 1 May 2021","Perhaps the best phone under 40K",5,"","2","8GB RAM, 128GB Storage","Lake Blue"
"R29Q2B72DALSKS","Sayan Das","
   First time buying one plus,my overall experience is good with the ph after using 4 days.Display: 5/5Performance:5/5 (with oxygen os)Camera: 3.5/5Gaming:4.5/5Sound:5/5(Dolby op)First coming about display 120hz amoled display is great. Next the oxygen os which i liked most. Stock ui is rare now a days and oxygen os is kind of customisable stock ui. I don't think except ios no ui is better than oxygen os. No bloatware,no ads which gives very good user experience. Performance is also awesome, i hear a lot about heating issues but it's fixed almost 50%. after the update and ph heat is general problem. Even iph also heat. U can play pubg hdr+extreme. I prefer smooth+extreme for best fps nd less heat. The one thing i don't like is camera. I mean camera is very decent,even iq 7 camera is very good than this which also costs 10k less. One plus should look out this matter. At last i say if ur main priority is camera then go with other brand otherwise it worths every penny.
","Reviewed in India on 10 June 2021","Still value for money",5,"https://images-na.ssl-images-amazon.com/images/I/B1FgkmixFOS.jpg
https://images-na.ssl-images-amazon.com/images/I/B1inB5kEzLS.jpg
https://images-na.ssl-images-amazon.com/images/I/C1tDHBoci4S.jpg","1","8GB RAM, 128GB Storage","Lake Blue"
"RIJA0XLYJEWKZ","Chintan Mehta","
  Overall satisfied. But there is bug in call recording , when you press the call recording button  while calling, the machine voice which says  your call is recorded is also heard on other side also.
","Reviewed in India on 12 June 2021","About call recorder",5,"","5","8GB RAM, 128GB Storage","Carbon Black"
"RHMUBCW6QJQAK","Mukesh rawate","
   This phone having lost of issue. Charge ing , camera, massage  application was not open.phone heating issues. And tere are more problems are facing in this
","Reviewed in India on 25 July 2021","Very bad experience with oneplus",1,"","4","12GB RAM, 256GB Storage","Lake Blue"
"RXUAJIBC6S010","Himani","
  It is switching off in evry 1 mins if i am using camera for long.The camera quality is very poor looks like a 5k local phone.screen size is too small as compared to my earlier 1plus 6 phone.Big No
","Reviewed in India on 17 June 2021","Not as per legacally 1plus phones",1,"https://images-na.ssl-images-amazon.com/images/I/A1pYZhIpVRL.jpg","4","8GB RAM, 128GB Storage","Lake Blue"
"R2QYIQSCOWEA42","Smita  Rout","
  Overall an amazing phone and highly recommended120Hz refresh rate is very smooth, feels great to use.The processor is really fast, I changed from a samsung galaxy J8 phone and I can feel the differenceCharging is fast, took 30-35 mins to charge fully.I haven't faced any heating issues so far.Camera is decent.
","Reviewed in India on 29 April 2021","Recommended",5,"","3","12GB RAM, 256GB Storage","Lake Blue"
"R3P85DE19C4BM","Its me","
  Awesome like ever before. Upgraded from my OnePlus 7. I don't worry about cameras.. bcoz I don't have to buy OnePlus for cameras.. it's not a camera phone.. it's meant to be speedy.. nice looks. Premium feel.. smooth and fast.. the only thing I don't like is the new navigation gestures. I like gestures from down side only but.. for going back the only option is swiping from the sides of the screen.. I don't like that and I don't have the option to change it also. Display is awesome. Battery is also impressive. Charging is super speedy.  And the other thing I didn't like is the drop down menu . When we swipe down from the middle or any other part of the screen .. earlier it brings the drop down menu..but now the this action brings the OnePlus quick menu. And the drop down menu appears only when swiped down from above. I hope it will be sorted out. Keeping these aside.. it's just OnePlus legend...
","Reviewed in India on 26 July 2021","Hands on Legend !!!",5,"https://m.media-amazon.com/images/I/B12KodkzVWS.jpg
https://m.media-amazon.com/images/I/B1i8e8QqZSS.jpg
https://m.media-amazon.com/images/I/B1qiyDBCLnS.jpg","1","8GB RAM, 128GB Storage","Carbon Black"
"R1GHIKUUSHX743","SUSHIL Srivastava","
  Good one
","Reviewed in India on 19 April 2021","Good one",4,"","7","12GB RAM, 256GB Storage","Carbon Black"
"R3Q8KMT5Y4IR9B","Amit Tiwari","
  Bad product not as expected.Heating problem camera quality is not as expected give blurred image.At this cost not satisfied with product.All the expectations were ruined off.Never suggest to any one to buy this product.Insteda of this we go for Motorola samsung
","Reviewed in India on 17 June 2021","Not good product",1,"","4","8GB RAM, 128GB Storage","Carbon Black"
